0	1	3e-006	1	0	0
5e-005	1	3e-006	1	0.000314159	0
0.0001	1	3e-006	1	0.000628319	0
0.00015	1	3e-006	1	0.000942478	0
0.0002	1	3e-006	1	0.00125664	0
0.00025	1	3e-006	1	0.0015708	0
0.0003	1	3e-006	1	0.00188496	0
0.00035	1	3e-006	1	0.00219912	0
0.0004	1	3e-006	1	0.00251327	0
0.00045	1	3e-006	1	0.00282743	0
0.0005	1	3e-006	1	0.00314159	0
0.00055	1	3e-006	1	0.00345575	0
0.0006	1	3e-006	1	0.00376991	0
0.00065	1	3e-006	1	0.00408407	0
0.0007	1	3e-006	1	0.00439823	0
0.00075	1	3e-006	1	0.00471239	0
0.0008	1	3e-006	1	0.00502655	0
0.00085	1	3e-006	1	0.00534071	0
0.0009	1	3e-006	1	0.00565487	0
0.00095	1	3e-006	1	0.00596903	0
0.001	1	3e-006	1	0.00628319	0
0.00105	1	3e-006	1	0.00659735	0
0.0011	1	3e-006	1	0.00691151	0
0.00115	1	3e-006	1	0.00722567	0
0.0012	1	3e-006	1	0.00753983	0
0.00125	1	3e-006	1	0.00785399	0
0.0013	1	3e-006	1	0.00816815	0
0.00135	1	3e-006	1	0.00848231	0
0.0014	1	3e-006	1	0.00879647	0
0.00145	1	3e-006	1	0.00911062	0
0.0015	1	3e-006	1	0.00942478	0
0.00155	1	3e-006	1	0.00973894	0
0.0016	1	3e-006	1	0.0100531	0
0.00165	1	3e-006	1	0.0103673	0
0.0017	1	3e-006	1	0.0106814	0
0.00175	1	3e-006	1	0.0109956	0
0.0018	1	3e-006	1	0.0113097	0
0.00185	1	3e-006	1	0.0116239	0
0.0019	1	3e-006	1	0.0119381	0
0.00195	1	3e-006	1	0.0122522	0
0.002	1	3e-006	1	0.0125664	0
0.00205	1	3e-006	1	0.0128805	0
0.0021	1	3e-006	1	0.0131947	0
0.00215	1	3e-006	1	0.0135089	0
0.0022	1	3e-006	1	0.013823	0
0.00225	1	3e-006	1	0.0141372	0
0.0023	1	3e-006	1	0.0144513	0
0.00235	1	3e-006	1	0.0147655	0
0.0024	1	3e-006	1	0.0150797	0
0.00245	1	3e-006	1	0.0153938	0
0.0025	1	3e-006	1	0.015708	0
0.00255	1	3e-006	1	0.0160221	0
0.0026	1	3e-006	1	0.0163363	0
0.00265	1	3e-006	1	0.0166505	0
0.0027	1	3e-006	1	0.0169646	0
0.00275	1	3e-006	1	0.0172788	0
0.0028	1	3e-006	1	0.0175929	0
0.00285	1	3e-006	1	0.0179071	0
0.0029	1	3e-006	1	0.0182213	0
0.00295	1	3e-006	1	0.0185354	0
0.003	1	3e-006	1	0.0188496	0
0.00305	1	3e-006	1	0.0191637	0
0.0031	1	3e-006	1	0.0194779	0
0.00315	1	3e-006	1	0.0197921	0
0.0032	1	3e-006	1	0.0201062	0
0.00325	1	3e-006	1	0.0204204	0
0.0033	1	3e-006	1	0.0207345	0
0.00335	1	3e-006	1	0.0210487	0
0.0034	1	3e-006	1	0.0213629	0
0.00345	1	3e-006	1	0.021677	0
0.0035	1	3e-006	1	0.0219912	0
0.00355	1	3e-006	1	0.0223053	0
0.0036	1	3e-006	1	0.0226195	0
0.00365	1	3e-006	1	0.0229337	0
0.0037	1	3e-006	1	0.0232478	0
0.00375	1	3e-006	1	0.023562	0
0.0038	1	3e-006	1	0.0238761	0
0.00385	1	3e-006	1	0.0241903	0
0.0039	1	3e-006	1	0.0245045	0
0.00395	1	3e-006	1	0.0248186	0
0.004	1	3e-006	1	0.0251328	0
0.00405	1	3e-006	1	0.025447	0
0.0041	1	3e-006	1	0.0257611	0
0.00415	1	3e-006	1	0.0260753	0
0.0042	1	3e-006	1	0.0263894	0
0.00425	1	3e-006	1	0.0267036	0
0.0043	1	3e-006	1	0.0270178	0
0.00435	1	3e-006	1	0.0273319	0
0.0044	1	3e-006	1	0.0276461	0
0.00445	1	3e-006	1	0.0279602	0
0.0045	1	3e-006	1	0.0282744	0
0.00455	1	3e-006	1	0.0285886	0
0.0046	1	3e-006	1	0.0289027	0
0.00465	1	3e-006	1	0.0292169	0
